Country,Year,Suicide_Rate
Kazakhstan,2004,31.672285121
Japan,2004,24.924481328
Jamaica,2004,0.040577697
Italy,2004,7.248833731
Israel,2004,6.726753543
Ireland,2004,12.364500134
Iceland,2004,12.887167327
Hungary,2004,28.473390153
Guyana,2004,27.915018280
Guatemala,2004,2.311004226
Grenada,2004,1.072938349
Greece,2004,3.346831271
Germany,2004,13.628667398
Georgia,2004,4.278885534
France,2004,19.016465718
Finland,2004,21.517706099
Fiji,2004,3.294856729
Estonia,2004,24.891149385
El Salvador,2004,8.700266446
Ecuador,2004,6.594880022
Denmark,2004,13.029952925
Czech Republic,2004,16.241482840
Cyprus,2004,1.013587869
Cuba,2004,14.321229043
Croatia,2004,20.592963874
Costa Rica,2004,8.505945132
Colombia,2004,5.812761322
Chile,2004,11.793901336
Canada,2004,11.930405681
Bulgaria,2004,13.601764765
Brazil,2004,4.759124942
Belize,2004,8.410747253
Belgium,2004,20.176640548
Barbados,2004,1.176816711
Bahrain,2004,5.588383613
Bahamas,2004,0.677421868
Azerbaijan,2004,1.395664394
Austria,2004,18.293847825
Australia,2004,11.212147136
Aruba,2004,8.664103536
Argentina,2004,8.875820839
Antigua and Barbuda,2004,2.508717794
Albania,2004,5.078276767
Uzbekistan,2003,6.161106942
Uruguay,2003,17.450743239
United States,2003,11.613350295
United Kingdom,2003,7.083629249
Ukraine,2003,26.944650200
Turkmenistan,2003,9.024017770
Trinidad and Tobago,2003,12.055677136
Thailand,2003,7.453587414
Switzerland,2003,18.208446682
Sweden,2003,13.096930595
Suriname,2003,17.662738046
Sri Lanka,2003,25.489888611
Spain,2003,8.706414981
South Africa,2003,0.603555664
Slovenia,2003,29.461272842
Slovakia,2003,14.724338099
Singapore,2003,9.918789908
Seychelles,2003,10.203821331
Serbia,2003,19.375771147
Saint Vincent and Grenadines,2003,4.069507183
Saint Lucia,2003,6.796848981
Russian Federation,2003,37.545649949
Romania,2003,14.009886604
Republic of Korea,2003,23.974891878
Puerto Rico,2003,7.445241950
Portugal,2003,11.682657388
Poland,2003,16.053353469
Philippines,2003,2.150972377
Paraguay,2003,3.536233899
Panama,2003,6.820652516
Norway,2003,11.747845370
New Zealand,2003,13.916373055
Netherlands,2003,9.879371038
Montenegro,2003,0
Mexico,2003,4.340923133
Mauritius,2003,8.056881584
Malta,2003,5.294016438
Maldives,2003,1.469993753
Luxembourg,2003,11.330000425
Lithuania,2003,44.712452833
Latvia,2003,27.577251689
Kyrgyzstan,2003,10.595369050
Kuwait,2003,2.255690749
Kazakhstan,2003,31.284700695
Japan,2003,26.480335562
Jamaica,2003,0.081952905
Italy,2003,7.417510458
Israel,2003,6.946379778
Ireland,2003,12.289937492
Iceland,2003,9.689561361
Hungary,2003,29.007929836
Guyana,2003,29.787650161
Guatemala,2003,2.399701033
Grenada,2003,4.321194378
Greece,2003,3.566108278
Germany,2003,14.163917294
France,2003,19.288364906
Finland,2003,21.805910761
Fiji,2003,1.378186885
Estonia,2003,26.163591297
El Salvador,2003,9.974369467
Ecuador,2003,5.734431105
Denmark,2003,12.517839899
Czech Republic,2003,17.633391633
Cuba,2003,14.234065775
Croatia,2003,20.470465733
Costa Rica,2003,8.395811050
Colombia,2003,5.964066356
Chile,2003,11.388237122
Canada,2003,12.567245193
Bulgaria,2003,14.573279172
Brazil,2003,4.739508104
Belize,2003,5.197280090
Belgium,2003,21.327763975
Belarus,2003,36.685207062
Barbados,2003,0
Bahrain,2003,4.837013969
Bahamas,2003,0.346154911
Azerbaijan,2003,1.680913166
Austria,2003,18.855138278
Australia,2003,11.586396388
Aruba,2003,2.210995280
Armenia,2003,1.950822090
Argentina,2003,9.454978420
Antigua and Barbuda,2003,1.271326502
Albania,2003,4.360165110
Uzbekistan,2002,6.963512608
Uruguay,2002,22.020992041
United States,2002,11.774464922
United Kingdom,2002,7.363759187
Ukraine,2002,27.216663858
Turkmenistan,2002,10.039356207
Trinidad and Tobago,2002,13.122476447
Thailand,2002,8.413516763
Switzerland,2002,20.829702060
Sweden,2002,13.938388543
Suriname,2002,16.039946441
Sri Lanka,2002,25.189763942
Spain,2002,8.571295448
South Africa,2002,0.564541061
Slovenia,2002,28.329741402
Slovakia,2002,14.037948275
Singapore,2002,10.141539239
Seychelles,2002,6.501612400
Serbia,2002,20.257454596
Saint Vincent and Grenadines,2002,7.157537398
Saint Lucia,2002,8.266284581
Russian Federation,2002,40.283796358
Romania,2002,14.816009986
Republic of Korea,2002,19.088876465
Puerto Rico,2002,6.782160138
Portugal,2002,12.272014371
Poland,2002,16.300984458
Philippines,2002,1.851787458
Paraguay,2002,3.679894119
Panama,2002,5.714191838
Norway,2002,11.640815338
New Zealand,2002,12.762387304
Netherlands,2002,10.376516872
Montenegro,2002,0
Mexico,2002,4.140947372
Mauritius,2002,12.132381883
Malta,2002,5.074027389
Maldives,2002,1.137453696
Luxembourg,2002,20.329772833
Lithuania,2002,47.366183660
Latvia,2002,30.255355198
Kyrgyzstan,2002,12.675594428
Kuwait,2002,2.084681620
Kazakhstan,2002,30.774867617
Japan,2002,24.723560392
Jamaica,2002,0.082791155
Italy,2002,7.462379721
Israel,2002,6.479509484
Ireland,2002,12.336612015
Iceland,2002,11.258936781
Hungary,2002,29.328015517
Guyana,2002,26.552450897
Guatemala,2002,2.510419701
Grenada,2002,0
Greece,2002,3.081459772
Germany,2002,14.212722928
France,2002,19.027266701
Finland,2002,22.275955761
Fiji,2002,5.807626520
Estonia,2002,28.176715856
El Salvador,2002,8.335790097
Ecuador,2002,4.996203059
Denmark,2002,13.647484677
Czech Republic,2002,15.729359855
Cuba,2002,15.325282948
Croatia,2002,20.724160008
Costa Rica,2002,7.472070758
Colombia,2002,6.347677252
Chile,2002,11.184105872
Canada,2002,12.313561712
Bulgaria,2002,17.456633454
Brazil,2002,4.729007822
Belize,2002,6.246207660
Belgium,2002,21.273608736
Belarus,2002,34.754659141
Barbados,2002,0
Bahrain,2002,3.782091042
Bahamas,2002,1.061740192
Azerbaijan,2002,1.209619101
Austria,2002,20.213032082
Australia,2002,12.623803365
Aruba,2002,10.194372706
Armenia,2002,2.454521693
Argentina,2002,9.189854993
Antigua and Barbuda,2002,0
Albania,2002,4.718254572
Uzbekistan,2001,8.609395117
Uruguay,2001,16.301734322
United States,2001,11.531207089
United Kingdom,2001,7.428202188
Ukraine,2001,28.054114209
Turkmenistan,2001,10.864308208
Trinidad and Tobago,2001,15.126496382
Switzerland,2001,19.487777318
Sweden,2001,14.183612252
Suriname,2001,16.960531430
Sri Lanka,2001,26.582558448
Spain,2001,8.237435702
South Africa,2001,0.932364733
Slovenia,2001,30.557557078
Slovakia,2001,13.567946393
Singapore,2001,9.829197551
Seychelles,2001,7.961466502
Serbia,2001,20.189263848
Saint Vincent and Grenadines,2001,8.218530732
Saint Lucia,2001,4.889429054
Russian Federation,2001,41.417521095
Romania,2001,12.786228780
Republic of Korea,2001,15.457093035
Qatar,2001,4.263341014
Puerto Rico,2001,8.205071131
Portugal,2001,7.757757350
Poland,2001,16.131525243
Philippines,2001,1.751576113
Paraguay,2001,3.233138650
Panama,2001,5.905981155
Norway,2001,13.024592756
New Zealand,2001,14.114678988
Netherlands,2001,9.801615697
Montenegro,2001,0
Mexico,2001,4.129476031
Mauritius,2001,10.571150862
Malta,2001,8.096270048
Maldives,2001,1.174154511
Luxembourg,2001,17.635832146
Lithuania,2001,46.537212467
Latvia,2001,31.575750359
Kyrgyzstan,2001,12.653125412
Kuwait,2001,1.471648688
Kiribati,2001,0
Kazakhstan,2001,31.780270181
Japan,2001,24.263321840
Jamaica,2001,0.209093213
Italy,2001,7.417108202
Israel,2001,6.888832078
Ireland,2001,13.654268330
Iceland,2001,13.649910138
Hungary,2001,30.686484901
Guyana,2001,29.829231435
Guatemala,2001,2.016955003
Grenada,2001,0
Greece,2001,3.198765238
Germany,2001,14.239714882
Georgia,2001,2.414904792
France,2001,18.823204051
Finland,2001,24.576529455
Fiji,2001,5.003759769
Estonia,2001,30.250224425
El Salvador,2001,9.932186739
Ecuador,2001,5.155217963
Denmark,2001,14.486541764
Czech Republic,2001,16.497116359
Cuba,2001,15.833722148
Croatia,2001,21.073363771
Costa Rica,2001,5.489554598
Colombia,2001,6.539345005
Chile,2001,11.492553886
Canada,2001,12.623857074
Bulgaria,2001,17.307861009
Brazil,2001,4.813371178
Belize,2001,8.744517418
Belgium,2001,22.296475149
Belarus,2001,34.718765908
Barbados,2001,0.792374191
Bahrain,2001,3.685407229
Bahamas,2001,0.362135149
Azerbaijan,2001,4.216546954
Austria,2001,19.503416045
Australia,2001,13.556978995
Aruba,2001,4.648730316
Armenia,2001,1.661812328
Argentina,2001,9.208800014
Antigua and Barbuda,2001,2.614481614
Albania,2001,4.250988355
Uzbekistan,2000,8.807169210
Uruguay,2000,18.195713090
United States,2000,11.189107905
United Kingdom,2000,7.642439439
Ukraine,2000,30.698943669
Turkmenistan,2000,9.512035084
Trinidad and Tobago,2000,14.087339810
Thailand,2000,8.894284427
Switzerland,2000,20.265540255
Sweden,2000,13.449862338
Suriname,2000,12.410471574
Sri Lanka,2000,30.641162236
Spain,2000,8.856994661
South Africa,2000,0.658145141
Slovenia,2000,31.169112046
Slovakia,2000,14.261085059
Singapore,2000,10.139125870
Serbia,2000,21.583015579
San Marino,2000,3.941818755
Saint Vincent and Grenadines,2000,5.156978423
Saint Lucia,2000,9.922041106
Russian Federation,2000,40.967197481
Romania,2000,13.320557622
Republic of Korea,2000,14.555559739
Puerto Rico,2000,8.684641312
Portugal,2000,5.379829847
Poland,2000,16.120510434
Philippines,2000,2.086447576
Paraguay,2000,3.349167210
Panama,2000,5.318931304
Norway,2000,12.978865561
New Zealand,2000,12.815884982
Netherlands,2000,10.051405472
Montenegro,2000,0
Mexico,2000,3.853066476
Mauritius,2000,12.972588069
Malta,2000,6.341748558
Maldives,2000,0
Luxembourg,2000,15.115904858
Lithuania,2000,49.198748162
Latvia,2000,33.889249054
Kyrgyzstan,2000,11.672612070
Kuwait,2000,1.723130441
Kiribati,2000,0
Kazakhstan,2000,32.151207682
Japan,2000,25.042449997
Jamaica,2000,0.126697696
Italy,2000,7.565524384
Israel,2000,6.981741682
Ireland,2000,13.140805863
Iceland,2000,19.251279248
Hungary,2000,34.312882687
Guatemala,2000,1.865598014
Greece,2000,3.671996862
Germany,2000,14.152233659
Georgia,2000,3.120798925
France,2000,19.629937411
Finland,2000,23.864050702
Estonia,2000,28.257162666
El Salvador,2000,9.007092157
Ecuador,2000,4.806747593
Denmark,2000,14.564048806
Czech Republic,2000,16.792701886
Cyprus,2000,0.799790683
Cuba,2000,17.745146799
Croatia,2000,22.486644002
Costa Rica,2000,6.767813863
Colombia,2000,6.504407357
Chile,2000,10.564005286
Canada,2000,12.430811383
Bulgaria,2000,17.664876975
Brazil,2000,4.288087693
Belize,2000,8.566981900
Belgium,2000,22.152103184
Belarus,2000,36.496124736
Barbados,2000,3.981953785
Bahrain,2000,4.910310636
Bahamas,2000,4.078031275
Azerbaijan,2000,0.836114763
Austria,2000,20.916553358
Australia,2000,13.376665300
Aruba,2000,11.920656113
Armenia,2000,1.691390545
Argentina,2000,8.259508640
Antigua and Barbuda,2000,2.655125720
Albania,2000,1.931123270
Uzbekistan,1999,8.415410544
Uruguay,1999,14.827834019
United States,1999,11.500749890
United Kingdom,1999,7.966566356
Ukraine,1999,30.291846109
Turkmenistan,1999,11.165129230
Trinidad and Tobago,1999,11.847169805
Thailand,1999,9.174398074
Switzerland,1999,19.159331126
Sweden,1999,14.561925363
Suriname,1999,11.855708766
Sri Lanka,1999,33.013544366
Spain,1999,8.520937067
South Africa,1999,0.699115656
Slovenia,1999,31.309700700
Slovakia,1999,13.573418069
Singapore,1999,9.242267525
Serbia,1999,21.932668801
San Marino,1999,7.939028263
Saint Vincent and Grenadines,1999,6.205719605
Saint Lucia,1999,5.763148985
Russian Federation,1999,41.071873977
Romania,1999,12.838560730
Republic of Korea,1999,16.146590502
Puerto Rico,1999,8.274351143
Portugal,1999,5.635196798
Poland,1999,15.800323717
Philippines,1999,1.586548237
Paraguay,1999,3.583974071
Panama,1999,5.430349502
Norway,1999,14.015282187
New Zealand,1999,14.538077931
Netherlands,1999,10.241370011
Mexico,1999,3.769033065
Mauritius,1999,16.692248657
Malta,1999,7.592800900
Luxembourg,1999,17.331451633
Lithuania,1999,46.498344659
Latvia,1999,32.699065741
Kyrgyzstan,1999,12.935948442
Kuwait,1999,2.422710275
Kiribati,1999,0
Kazakhstan,1999,28.976142419
Japan,1999,26.028944286
Italy,1999,7.580987561
Israel,1999,6.694503431
Ireland,1999,12.177360965
Iceland,1999,12.117895395
Hungary,1999,34.816054828
Guyana,1999,24.806192113
Guatemala,1999,2.459878230
Greece,1999,3.676767548
Germany,1999,14.281838518
Georgia,1999,4.513163393
France,1999,18.654373287
Finland,1999,24.813666224
Estonia,1999,35.638190128
El Salvador,1999,10.172319085
Ecuador,1999,5.660056805
Denmark,1999,15.312889353
Czech Republic,1999,16.396422728
Cyprus,1999,0.116722479
Cuba,1999,19.806688651
Croatia,1999,23.086978851
Costa Rica,1999,6.753773925
Colombia,1999,6.014694378
Chile,1999,7.574279232
Canada,1999,14.204207200
Bulgaria,1999,16.614547581
Brazil,1999,4.194760858
Belize,1999,8.880162211
Belgium,1999,19.246959846
Belarus,1999,35.521582734
Bahrain,1999,3.004797070
Bahamas,1999,2.265938042
Azerbaijan,1999,0.759878419
Austria,1999,20.564406332
Australia,1999,14.102947663
Aruba,1999,10.984450900
Armenia,1999,1.871142514
Argentina,1999,7.303722921
Antigua and Barbuda,1999,0
Albania,1999,4.587912995
Uzbekistan,1998,7.765612716
Uruguay,1998,17.280913016
United States,1998,12.158395751
United Kingdom,1998,7.904208841
Ukraine,1998,31.020190706
Turkmenistan,1998,9.879976581
Trinidad and Tobago,1998,14.641363650
Thailand,1998,8.754355106
Switzerland,1998,20.386110858
Sweden,1998,14.749050477
Suriname,1998,7.114713719
Sri Lanka,1998,32.655349184
Spain,1998,8.705541273
South Africa,1998,0.458803662
Slovenia,1998,32.547997660
Slovakia,1998,13.245163449
Singapore,1998,11.155703694
Serbia,1998,20.337088637
Saint Vincent and Grenadines,1998,10.368173854
Saint Lucia,1998,5.865102639
Russian Federation,1998,37.030780875
Romania,1998,13.299966258
Republic of Korea,1998,19.746196052
Puerto Rico,1998,9.264513105
Portugal,1998,5.781362592
Philippines,1998,1.374263154
Paraguay,1998,3.144873378
Panama,1998,5.737695067
Norway,1998,13.270693079
New Zealand,1998,16.386890488
Netherlands,1998,10.309068451
Mexico,1998,3.814539749
Mauritius,1998,15.102796453
Malta,1998,3.395585739
Luxembourg,1998,16.083837000
Lithuania,1998,46.344748227
Latvia,1998,35.791988396
Kyrgyzstan,1998,12.295576974
Kuwait,1998,1.917003603
Kiribati,1998,5.749604715
Kazakhstan,1998,31.153840598
Japan,1998,26.360421659
Italy,1998,8.302213550
Israel,1998,5.932614455
Ireland,1998,14.437230661
Iceland,1998,11.892821889
Hungary,1998,33.335480364
Guyana,1998,5.326523500
Guatemala,1998,2.167459659
Greece,1998,3.908587545
Germany,1998,14.927418725
Georgia,1998,3.516065807
France,1998,19.055475057
Finland,1998,25.347427989
Estonia,1998,36.089365440
El Salvador,1998,10.227036209
Ecuador,1998,5.123659426
Denmark,1998,15.394237753
Czech Republic,1998,16.445255549
Cuba,1998,19.945715833
Croatia,1998,24.338323991
Costa Rica,1998,6.625613612
Colombia,1998,5.865029047
Chile,1998,7.612260539
Canada,1998,13.037255464
Bulgaria,1998,19.026520666
Brazil,1998,4.538292915
Belize,1998,6.150439756
Belgium,1998,20.985351102
Belarus,1998,36.679457029
Bahrain,1998,0
Bahamas,1998,1.153291687
Azerbaijan,1998,0.794957697
Austria,1998,20.694180236
Australia,1998,15.107569685
Armenia,1998,1.854974705
Argentina,1998,7.164824139
Antigua and Barbuda,1998,0
Albania,1998,5.111693829
Uzbekistan,1997,7.631001311
Uruguay,1997,15.242363609
United States,1997,12.281155025
United Kingdom,1997,7.496385477
Ukraine,1997,31.097802725
Turkmenistan,1997,8.311701278
Trinidad and Tobago,1997,13.766200021
Thailand,1997,7.429408801
Switzerland,1997,20.089285714
Sweden,1997,14.450206346
Suriname,1997,7.963883787
Sri Lanka,1997,35.093034095
Spain,1997,9.017511028
South Africa,1997,0.269932455
Slovenia,1997,31.477254631
Slovakia,1997,12.454558161
Singapore,1997,10.520833333
Saint Vincent and Grenadines,1997,3.116721209
Saint Lucia,1997,6.718072361
Russian Federation,1997,39.305530028
Romania,1997,13.379194160
Republic of Korea,1997,14.023619463
Puerto Rico,1997,7.952791299
Portugal,1997,6.565892759
Philippines,1997,1.296742179
Paraguay,1997,2.940508610
Panama,1997,5.739823688
Norway,1997,12.993344872
New Zealand,1997,16.195031987
Netherlands,1997,10.737778264
Mexico,1997,3.925434094
Mauritius,1997,12.058910744
Malta,1997,4.280821918
Luxembourg,1997,20.631686195
Lithuania,1997,48.509737468
Latvia,1997,37.626873912
Kyrgyzstan,1997,12.217049681
Kuwait,1997,2.040185471
Kiribati,1997,7.317644304
Kazakhstan,1997,32.248204188
Japan,1997,19.553166471
Italy,1997,8.663477373
Israel,1997,7.241807586
Ireland,1997,13.648538420
Iceland,1997,13.256792097
Hungary,1997,32.943850349
Guyana,1997,6.082873063
Guatemala,1997,1.979167876
Greece,1997,3.649205576
Germany,1997,15.699154198
Georgia,1997,4.150356082
France,1997,20.235986593
Finland,1997,27.409188920
Estonia,1997,39.211738883
El Salvador,1997,11.658209582
Ecuador,1997,5.552479902
Denmark,1997,16.547505722
Czech Republic,1997,17.023102782
Cuba,1997,19.774880191
Croatia,1997,22.025098368
Costa Rica,1997,5.701986151
Colombia,1997,3.616897200
Chile,1997,6.821819327
Canada,1997,13.106593888
Bulgaria,1997,18.465067621
Brazil,1997,4.596064338
Belize,1997,0.532907008
Belgium,1997,22.409670284
Belarus,1997,36.380144654
Bahrain,1997,0
Bahamas,1997,0.781384300
Azerbaijan,1997,1.594349744
Austria,1997,21.191096704
Australia,1997,15.364693722
Armenia,1997,2.183344203
Argentina,1997,6.754545656
Albania,1997,5.709871360
Uzbekistan,1996,8.557254023
Uruguay,1996,13.244461759
United States,1996,12.552551283
United Kingdom,1996,7.571046913
Ukraine,1996,31.468930658
Turkmenistan,1996,7.232302581
Trinidad and Tobago,1996,12.627736911
Thailand,1996,8.067810574
Switzerland,1996,21.526712967
Sweden,1996,15.143274960
Suriname,1996,5.305642930
Sri Lanka,1996,29.409597820
Spain,1996,8.890983686
South Africa,1996,0.378570756
Slovenia,1996,32.063810681
Slovakia,1996,13.353373992
Singapore,1996,8.465870851
Saint Vincent and Grenadines,1996,8.325094958
Saint Lucia,1996,5.318300271
Russian Federation,1996,41.293836691
Romania,1996,13.216620789
Republic of Korea,1996,13.778874588
Puerto Rico,1996,9.730077079
Portugal,1996,6.862155789
Poland,1996,15.026225537
Paraguay,1996,2.367615610
Panama,1996,4.569624292
Norway,1996,12.677783227
New Zealand,1996,15.731973780
Netherlands,1996,10.835732494
Mexico,1996,3.589400548
Mauritius,1996,15.376884422
Malta,1996,2.871912694
Luxembourg,1996,18.571060098
Lithuania,1996,51.019758157
Latvia,1996,39.011593467
Kyrgyzstan,1996,12.063938876
Kuwait,1996,1.912411551
Kiribati,1996,8.938414325
Kazakhstan,1996,32.945187987
Japan,1996,18.493075725
Italy,1996,8.659226688
Israel,1996,5.995650215
Ireland,1996,12.086024054
Iceland,1996,13.387423935
Hungary,1996,35.287170402
Guyana,1996,9.104040980
Guatemala,1996,1.777561200
Grenada,1996,1.113933075
Greece,1996,3.497575620
Germany,1996,15.696722627
Georgia,1996,3.758395490
France,1996,20.585272195
Finland,1996,25.967265004
Estonia,1996,40.604916399
El Salvador,1996,11.037547898
Ecuador,1996,5.816092982
Denmark,1996,18.140036199
Czech Republic,1996,16.059156689
Cuba,1996,19.664896110
Croatia,1996,23.715883245
Costa Rica,1996,6.546704314
Colombia,1996,3.587150063
Chile,1996,6.986619291
Canada,1996,14.224047700
Bulgaria,1996,19.162909849
Brazil,1996,4.545543077
Belize,1996,4.421697268
Belgium,1996,21.061894032
Belarus,1996,37.450437799
Bahamas,1996,1.188410620
Azerbaijan,1996,1.034777523
Austria,1996,23.739922543
Australia,1996,14.257923844
Armenia,1996,2.495482316
Argentina,1996,7.013690699
Albania,1996,3.027004966
Uzbekistan,1995,7.576917190
Uruguay,1995,14.504982648
United States,1995,12.860445740
United Kingdom,1995,7.881715596
Ukraine,1995,30.033894244
Turkmenistan,1995,6.390445760
Trinidad and Tobago,1995,16.011514367
Thailand,1995,7.808180755
Switzerland,1995,21.443143181
Sweden,1995,16.373132515
Suriname,1995,14.123785996
Spain,1995,8.469415404
Slovenia,1995,29.936305732
Slovakia,1995,14.684633999
Singapore,1995,13.163128774
Saint Vincent and Grenadines,1995,7.293642028
Saint Lucia,1995,7.724035654
Russian Federation,1995,43.532433993
Romania,1995,13.020189919
Republic of Korea,1995,11.505261857
Qatar,1995,0
Puerto Rico,1995,8.562572256
Portugal,1995,8.539300415
Poland,1995,15.230619667
Paraguay,1995,2.894456821
Norway,1995,13.511181242
New Zealand,1995,16.153891754
Netherlands,1995,10.439408595
Mexico,1995,3.599530072
Mauritius,1995,14.970974641
Malta,1995,4.928964917
Luxembourg,1995,16.487830411
Lithuania,1995,50.012562187
Latvia,1995,43.121236367
Kyrgyzstan,1995,15.491370922
Kuwait,1995,1.720600887
Kiribati,1995,3.033842513
Kazakhstan,1995,31.395100603
Japan,1995,17.954448477
Italy,1995,8.439048937
Israel,1995,7.232255861
Ireland,1995,12.044591889
Iceland,1995,11.033919085
Hungary,1995,34.568288699
Guyana,1995,14.961869901
Guatemala,1995,2.441702332
Grenada,1995,1.130799588
Greece,1995,3.662774490
Germany,1995,16.619491280
Georgia,1995,3.128648673
France,1995,21.674903949
Finland,1995,29.029761780
Estonia,1995,43.784289401
El Salvador,1995,12.819460437
Ecuador,1995,5.481617856
Denmark,1995,18.899183899
Czech Republic,1995,17.784756216
Cuba,1995,21.852012116
Croatia,1995,20.656379241
Costa Rica,1995,6.666241388
Colombia,1995,3.475275785
Chile,1995,7.210619801
Canada,1995,14.367181418
Bulgaria,1995,17.948621601
Brazil,1995,4.514323726
Belize,1995,7.756232687
Belgium,1995,22.619684899
Belarus,1995,33.110734370
Barbados,1995,7.048092869
Bahamas,1995,0.785854617
Azerbaijan,1995,0.741761153
Austria,1995,23.913238278
Australia,1995,12.942628964
Aruba,1995,10.872371944
Armenia,1995,3.775557621
Argentina,1995,7.031334741
Antigua and Barbuda,1995,0
Albania,1995,3.030929255
Uzbekistan,1994,7.411973026
Uruguay,1994,13.902700274
United States,1994,12.934819697
United Kingdom,1994,8.037096448
Ukraine,1994,28.437442152
Turkmenistan,1994,6.835908971
Trinidad and Tobago,1994,12.726803680
Thailand,1994,4.378356835
Sweden,1994,16.197501866
Spain,1994,8.523483258
Slovakia,1994,13.889843690
Singapore,1994,11.651058182
Saint Lucia,1994,4.703779487
Russian Federation,1994,44.354192273
Romania,1994,13.499485645
Republic of Korea,1994,10.236892185
Puerto Rico,1994,10.617222511
Portugal,1994,8.075447999
Poland,1994,15.347608454
Paraguay,1994,2.718679366
Norway,1994,13.165398061
New Zealand,1994,15.424009640
Netherlands,1994,11.001757225
Mexico,1994,3.302111284
Mauritius,1994,13.260690789
Malta,1994,4.389815628
Macau,1994,7.791263397
Luxembourg,1994,19.628647215
Kyrgyzstan,1994,15.086598634
Kuwait,1994,2.071823204
Kiribati,1994,15.415208645
Kazakhstan,1994,26.422230393
Japan,1994,17.570131454
Italy,1994,8.377806725
Israel,1994,8.586348531
Ireland,1994,11.846061335
Iceland,1994,10.300782859
Hungary,1994,37.214537549
Guyana,1994,13.018822796
Guatemala,1994,1.681684584
Grenada,1994,4.595799439
Greece,1994,3.543291840
Germany,1994,16.481907225
Georgia,1994,2.721901348
France,1994,22.196578250
Finland,1994,29.128864247
Ecuador,1994,5.264643446
Denmark,1994,20.492728056
Czech Republic,1994,19.251930849
Cuba,1994,22.578375110
Costa Rica,1994,5.530709092
Colombia,1994,3.880212213
Chile,1994,6.394392732
Canada,1994,13.756147691
Bulgaria,1994,18.310299543
Brazil,1994,4.146609658
Belize,1994,4.681812330
Belgium,1994,22.437719797
Belarus,1994,32.660375599
Barbados,1994,5.826050770
Bahamas,1994,1.203369434
Azerbaijan,1994,0.720726247
Austria,1994,23.798829140
Australia,1994,13.795062057
Armenia,1994,3.291697281
Argentina,1994,7.249799425
Antigua and Barbuda,1994,0
Albania,1994,1.754816973
Uzbekistan,1993,7.320644217
Uruguay,1993,14.432565392
United States,1993,13.055441104
United Kingdom,1993,8.219735980
Ukraine,1993,25.613952199
Turkmenistan,1993,7.204827234
Trinidad and Tobago,1993,15.152834625
Sweden,1993,16.924499230
Spain,1993,8.181110444
Slovakia,1993,14.953619465
Singapore,1993,10.166428195
Saint Lucia,1993,6.356975987
Russian Federation,1993,40.558402473
Romania,1993,13.018828962
Republic of Korea,1993,10.119053461
Puerto Rico,1993,10.415182377
Portugal,1993,8.288981966
Poland,1993,15.712745093
Philippines,1993,1.489920083
Norway,1993,14.711382621
New Zealand,1993,13.534156177
Netherlands,1993,10.863793874
Mexico,1993,3.048415397
Mauritius,1993,14.400500887
Malta,1993,4.737933077
Luxembourg,1993,17.204301075
Kyrgyzstan,1993,14.656878059
Kuwait,1993,1.413316583
Kiribati,1993,18.794637264
Kazakhstan,1993,26.214174831
Japan,1993,17.287127872
Italy,1993,8.675571900
Israel,1993,7.865168539
Ireland,1993,9.859367912
Iceland,1993,10.810810811
Hungary,1993,37.895333786
Guyana,1993,10.928447508
Guatemala,1993,1.998798783
Grenada,1993,3.516833912
Greece,1993,4.148874089
Germany,1993,16.524857605
France,1993,22.709999370
Finland,1993,29.466357309
El Salvador,1993,9.032230578
Ecuador,1993,6.049439094
Czech Republic,1993,19.755961828
Cuba,1993,23.730033386
Costa Rica,1993,5.746925045
Colombia,1993,3.587701953
Chile,1993,6.013131379
Canada,1993,14.114092938
Bulgaria,1993,18.372703412
Brazil,1993,3.945121356
Belize,1993,0.585480094
Belgium,1993,22.635767048
Belarus,1993,29.923971331
Barbados,1993,6.677796327
Bahamas,1993,2.874743326
Azerbaijan,1993,1.847080371
Austria,1993,22.923040063
Australia,1993,12.449602932
Armenia,1993,3.148577200
Argentina,1993,7.316873103
Antigua and Barbuda,1993,1.579404564
Albania,1993,2.600363338
Uzbekistan,1992,7.361559950
United States,1992,12.935250308
United Kingdom,1992,8.558268662
Ukraine,1992,24.059908471
Turkmenistan,1992,8.331027698
Trinidad and Tobago,1992,14.391665195
Thailand,1992,6.752844374
Sweden,1992,16.783927067
Suriname,1992,12.966174492
Spain,1992,7.529546579
Slovakia,1992,16.214362014
Singapore,1992,10.637480799
Saint Lucia,1992,8.855042947
Saint Kitts and Nevis,1992,0
Russian Federation,1992,33.248889182
Romania,1992,12.484041626
Republic of Korea,1992,8.751288047
Puerto Rico,1992,9.550168801
Portugal,1992,9.211240223
Poland,1992,16.045318968
Philippines,1992,0.627433293
Norway,1992,15.439370395
New Zealand,1992,15.236741254
Netherlands,1992,11.162771068
Mexico,1992,2.971343866
Mauritius,1992,15.395971739
Malta,1992,5.384385283
Luxembourg,1992,16.063163626
Kyrgyzstan,1992,12.788789623
Kiribati,1992,6.363752068
Kazakhstan,1992,22.151668966
Japan,1992,17.693140456
Italy,1992,8.388899560
Israel,1992,8.302643335
Ireland,1992,11.025156850
Iceland,1992,11.764705882
Hungary,1992,41.004797971
Guyana,1992,11.877334543
Guatemala,1992,2.143829390
Grenada,1992,0
Greece,1992,3.569193286
Germany,1992,17.677261903
Georgia,1992,4.089241686
France,1992,21.714846249
